ID,User_Name,created,tweet
1.32623E+18,Mhairi,11/10/2020 18:38,"RT @LEAD_Coalition: Please re-Tweet these 10 tips to support a friend or relative with their #mentalhealth.

(image via @BelievePHQ) #depre…"
1.32623E+18,Tom Fitton,11/10/2020 18:36,"If only we’d stop trying to be happy, we could have a pretty good time - Edith Wharton #quote #mentalhealth #psychology #depression #anxiety"
1.32623E+18,Im_here_to_help,11/10/2020 18:36,this is how to show a loved one you care: Did something happen to make you start feeling this way? #mentalhealth #depression
1.32623E+18,"Erin Dunn, ScD, MPH",11/10/2020 18:34,"See below for @alussier17’s latest paper in @TheJCPP, which is the first to examine the relationship between… https://t.co/W2Z6MNRC10"
1.32623E+18,Elizabeth Toma,11/10/2020 18:34,"With the stress of a close family member in the hospital, the responsibilities placed on my shoulders, my chronic p… https://t.co/jQWftBzRtr"
1.32623E+18,Looking Out For You,11/10/2020 18:33,Just Give it to #Jesus he will take care of it https://t.co/3St3JX4gOH  #JesusCalling #Depression https://t.co/gc1n5Aa8oE #follow
1.32623E+18,Patapetta,11/10/2020 18:33,"so my depression makes me forget i have needs and today i forgot to pee
#pee #depression"
1.32623E+18,🌻 Sakinah 🌻,11/10/2020 18:33,"RT @HealthyPlace: 3 Ways to Explain #SelfHarmScars (the Last One May Surprise You) || https://t.co/gt6tFRrPTh
==
#mentalhealth #selfharm #s…"
1.32623E+18,Fiddler Of Light,11/10/2020 18:33,"Lifesaver Angel

One of my most important pictures. Remembering the death of Robert Enke... 11 years ago… https://t.co/JD1ztJnJV8"
1.32623E+18,Hailey L. Dotterer,11/10/2020 18:31,"RT @DrLenaDobson: In the 3 months following testing + for #COVID19 , 1 in 5 survivors were recorded as having a first time diagnosis of #an…"
1.32623E+18,Bryan J. Marascalchi,11/10/2020 18:30,"#Sleeping in wrong position can cause chronic back, neck pain: Simple ways to improve your #sleep posture...… https://t.co/ZG7ykG4NmR"
1.32623E+18,HealthyPlace,11/10/2020 18:30,"3 Ways to Explain #SelfHarmScars (the Last One May Surprise You) || https://t.co/gt6tFRrPTh
==
#mentalhealth… https://t.co/24LyhCkhWt"
1.32623E+18,Mayo Clinic Cancer Center,11/10/2020 18:30,"Caregiver #depression can take a toll on you and your ability to care for your loved one. Understand the signs, and… https://t.co/dp5DYb4WSy"
1.32623E+18,𝑨 𝑺𝒕𝒐𝒓𝒚,11/10/2020 18:29,"RT @LEAD_Coalition: Please re-Tweet these 10 tips to support a friend or relative with their #mentalhealth.

(image via @BelievePHQ) #depre…"
1.32623E+18,Hard Report,11/10/2020 18:29,"To Justify the Suicide of a Pastor at Harvest Christian Fellowship, Greg Laurie Uses Prophet Elijah as an Example.… https://t.co/PUcH2xrSCE"
1.32623E+18,Julio Severo,11/10/2020 18:29,"To Justify the Suicide of a Pastor at Harvest Christian Fellowship, Greg Laurie Uses Prophet Elijah as an Example.… https://t.co/kwnFJgSASw"
1.32623E+18,𝕷ú𝖙𝖍𝖎𝖊𝖓❂,11/10/2020 18:28,"RT @SporingCompany: Are you interested in learning more about the use of #psilocybin for treatment resistant #depression?

Check out our ne…"
1.32623E+18,Joya Halls,11/10/2020 18:27,"RT @SporingCompany: Are you interested in learning more about the use of #psilocybin for treatment resistant #depression?

Check out our ne…"
1.32623E+18,Dupuis Langen Group,11/10/2020 18:27,We all have to take care of our mental health during these difficult times. Asking for help is the hardest. If you… https://t.co/xOohLVnqVz
1.32623E+18,Sporing Company,11/10/2020 18:27,"Are you interested in learning more about the use of #psilocybin for treatment resistant #depression?

Check out ou… https://t.co/tjjBRAK4AD"
1.32623E+18,Aura Wellness Center,11/10/2020 18:26,"RT @parvezbdjsr: Meditation to Reduce Depressive States. 
While mild forms of #depression often respond well to healthy diets, exercise, an…"
1.32623E+18,Corneja Nomada,11/10/2020 18:26,"It’s just a maelstrom that toys with me, tosses me back and forth like a rag-tag doll it has no use for and there i… https://t.co/CDP8YjmPKN"
1.32623E+18,Tom Fitton,11/10/2020 18:25,That’s the difference between me and the rest of the world! Happiness isn’t good enough for me! I demand euphoria!… https://t.co/SDcgBSKXQv
1.32623E+18,PhysiciansFirstWatch,11/10/2020 18:25,"Your @NEJMGroup Today:
▪️ Perspective: #WhiteCoatsForBlackLives 
▪️ Psilocybin for #Depression?
▪️ Endocrinology &amp;… https://t.co/p19GFmTQrJ"
1.32623E+18,Tom Fitton,11/10/2020 18:23,"I, not events, have the power to make me happy or unhappy today. I can choose which it shall be. Yesterday is dead,… https://t.co/cl2L11Kv8O"
1.32623E+18,Jasper Dayanan,11/10/2020 18:23,So my PPE zipper gave in at my chest area. My heart must be that heavy then. #tired #anxious #depression #heavy… https://t.co/dwnToagAWN
