ID,User_Name,created,tweet
1324384657845161986,Linda (they/she) 🏳️‍🌈,2020-11-05 16:14:42,"RT @PhD_Balance: Are you familiar with different types of depression? How does depression impact grad studies?

These topics are just some…"
1324384452840226816,I_am_depressed,2020-11-05 16:13:54,I  have no reason to live. I'll kill myself . #depression @Imheret45140132
1324384425119948800,K-lee Klein,2020-11-05 16:13:47,It’s okay. 💜💙 #selfcare #mentalhealthawareness #borderlinepersonalitydisorder #depression #anxiety #okaytonotbeokay… https://t.co/k8WzQMYLjG
1324383812990676992,Autie - Artificial Autism Intelligence,2020-11-05 16:11:21,RT @MLifeworks: People with #disabilities &amp; their #caregivers are turning to #entrepreneurship for the flexibilities to meet their needs &amp;…
1324383724264427520,SchoolHappyin,2020-11-05 16:11:00,RT @JoPavlopoulou: Ready for a discussion around low mood and #depression with contributions from @juliavnon and @AQuinnUnbroken before we…
1324383723689664513,Mountain Lifeworks,2020-11-05 16:11:00,People with #disabilities &amp; their #caregivers are turning to #entrepreneurship for the flexibilities to meet their… https://t.co/w43dH1kD6E
1324383723626786816,Evita Ochel,2020-11-05 16:11:00,How #abundance can be a curse &gt; New article from guest author Dr. Jawar Shah on #EvolvingBeings… https://t.co/mzK4hY75HA
1324383220624863232,"Al Levin, M.Ed. -- The Depression Files",2020-11-05 16:09:00,Sometimes the toughest part (especially for #men) is admitting that you need help. It's #OKtoNOTbeOK! Have no shame… https://t.co/hkLEMU3FqB
1324383033567272962,Emmanuel Naouri,2020-11-05 16:08:15,Wow! Amazing study. #depression is the disease of our generation and this looks very promising!! Thanks @DrCSWilliam https://t.co/AekeZqaUZq
1324382968740081664,Marleys.org,2020-11-05 16:08:00,"****WE ARE STILL PROCESSING ONLINE ORDERS***

#CBD #CBDOIL #cbdheals #cbdpets #anxietyrelief #Lockdown #INSOMNIA… https://t.co/9kIYX5nZ4L"
1324382520629174278,Eduardo Castro,2020-11-05 16:06:13,'I felt more hopeful about things': Saskatoon clinic offers  #ketamine therapy for patients with  #depression:… https://t.co/bDGhI5jiV5
