ID,User_Name,created,tweet
1326789455626301446,#LongLiveJaKacy,2020-11-12 07:30:31,"RT @danidonovan: My major #ADHD tendency?

Hyperfocus on something INTENTLY...

Then quit as soon as I get too:
A) bored
B) frustrated
C) o…"
1326789335908294662,Hiker Kel wants to battle!,2020-11-12 07:30:02,"Has anyone with #ADHD ever finished a PhD? I had a bad day executive-function-wise, and could use some encouragement."
1326788538952781826,Bub,2020-11-12 07:26:52,"RT @danidonovan: My major #ADHD tendency?

Hyperfocus on something INTENTLY...

Then quit as soon as I get too:
A) bored
B) frustrated
C) o…"
1326787759428808704,(^_−)−☆,2020-11-12 07:23:47,"RT @tenconn1: i made this adhd + among us comic the other day and i figured i might as well post it here :)

 #adhd #AmongUs #amongusfanart…"
1326786924837801984,Morgan Archer | BLM,2020-11-12 07:20:28,@jimmyjamies_ Nope #Adhd
1326786411685679108,Frances Jennings,2020-11-12 07:18:25,"RT @katbrown: #ADHD has a reputation as a Bart Simpson disorder that affects rowdy kids, but as I find when I was diagnosed this summer, wo…"
1326786135448838145,U-M Rackham Inst,2020-11-12 07:17:19,What is ADHD? What causes ADHD? Get answers to this and more during our #ADHD workshop for parents and guardians of… https://t.co/lTXvwt6Ccq
1326785887074734087,✿ CYBERSEX JOE BIDEN,2020-11-12 07:16:20,"RT @danidonovan: Here’s a fixed version of my flowchart with a watermark.

It will never be as popular as the bastardized one on FB—but if…"
1326785171622948867,RamujiHorror,2020-11-12 07:13:30,"RT @danidonovan: What people think #ADHD is:
- “squirrel!”

When ADHD involves severe difficulty with:
- internal motivation
- regulating e…"
1326785137766502401,Aki-chan,2020-11-12 07:13:21,"Why is it so hard to concentrate??? 

--Short rant incoming--
It's really frustrating not only as a writer but also… https://t.co/KcF1CgStCD"
1326784302068211721,Touch-type Read and Spell (TTRS),2020-11-12 07:10:02,There are children who experience significant difficulty learning from traditional teaching methods. They have the… https://t.co/Jr6p55ZkV7
1326783816237772803,Living Autism,2020-11-12 07:08:06,Sleep problems and strategies for children with #ADHD in the US - also pertinent for #autistic children https://t.co/i0J5hHR5Ou
1326777170283425799,goodyholland,2020-11-12 06:41:42,#tfw ur #adhd is the *complete works of combined-type* also? pls be vigilant with the lists @goodreads - it is the… https://t.co/cUMVBifrLb
1326776747606634496,Jeff Hamilton,2020-11-12 06:40:01,It's exactly like this #ADHD https://t.co/Mtkzl3yBuj
1326776512352309249,Kazim Trust,2020-11-12 06:39:05,Seek help for yourself or your loved ones at your convenience via booking an online session. send us an email at in… https://t.co/FrsoDDEldG
1326776466009436161,one bad gloop and she do what i yoinky,2020-11-12 06:38:54,"RT @danidonovan: What people think #ADHD is:
- “squirrel!”

When ADHD involves severe difficulty with:
- internal motivation
- regulating e…"
1326774372019953665,DewCBD,2020-11-12 06:30:35,"RT @CbdDew: Discover the many #Health Benefits of adding #cbdoil to your Daily Routine. ✅ 

Join FREE Wholesale Buyers Club at https://t.co…"
1326774219917713410,Fiona@WATCH SYMPHOGEAR,2020-11-12 06:29:58,"RT @danidonovan: Here’s a fixed version of my flowchart with a watermark.

It will never be as popular as the bastardized one on FB—but if…"
1326773417836765186,Devin Durinson,2020-11-12 06:26:47,"However, I want to point out that in true #ADHD fashion, all the fucking gems on the sticks I made tonight have the… https://t.co/XSDzf0cIp9"
1326771875591155713,Memphis J,2020-11-12 06:20:40,"If you know someone with ADHD or ADD and they are trying to improve and work through it, tell them you're proud of… https://t.co/dWrb8BgY7i"
1326771802425667592,Lynne M. Meyer | #PrideIsAProtest,2020-11-12 06:20:22,"I've never been diagnosed w/ #ADHD, but more and more I see posts like this that, well, describe me to a T. I have… https://t.co/vIqeAZjNF1"
1326770939854512131,HomeWithCat,2020-11-12 06:16:56,"RT @danidonovan: Here’s a fixed version of my flowchart with a watermark.

It will never be as popular as the bastardized one on FB—but if…"
1326770888902111233,Deus Ex Machina,2020-11-12 06:16:44,"😒WTF😒

Why did this anime go from Dub to Sub... I can’t read fast and pay attention to the animation at the same time😦

#ADHD"
1326769697405231104,Kim Griffin,2020-11-12 06:12:00,RT @Griffin_OT: 'Extremely easy to understand and well paced' We love hearing feedback about our sensory training.  It's perfect for educat…
1326768477630308352,Kristen Erskine,2020-11-12 06:07:09,Time to chill when everything is overwhelming #2ekids #asd #adhd #ocd https://t.co/0fL5zXm94w
1326767441528152066,Delaney Cline 🧠Neurodiversity Coach,2020-11-12 06:03:02,We get so caught up with what other people say about #masking that we don’t take the time to reflect on your own.… https://t.co/D2Ad2O6pJS
1326766820444024832,Autie - Artificial Autism Intelligence,2020-11-12 06:00:34,RT @ALMayhan: This has been such a fun art class - helping children build their self-esteem. I’m offering a 1-session class over the Thanks…
1326765125777371136,#DistanceLearning Bot,2020-11-12 05:53:50,RT @ALMayhan: This has been such a fun art class - helping children build their self-esteem. I’m offering a 1-session class over the Thanks…
1326765099479134215,#DistanceLearning Bot,2020-11-12 05:53:44,RT @ALMayhan: Need some holiday fun for your tween? I am offering this 2-day watercolor class over the break. The last section had so much…
1326765071557677057,Mary Lemanski,2020-11-12 05:53:37,RT @NLizaki: Why is music theory so hard? I feel like I can't understand abstract stuff. #adhd #autism
1326765043350958085,#DistanceLearning Bot,2020-11-12 05:53:31,RT @ALMayhan: 5 spots left for my new social studies section. This class has been so much fun to do! Come check it out. #distancelearning #…
1326763449196703744,AmcalmArtistry (@ALMayhan),2020-11-12 05:47:11,This has been such a fun art class - helping children build their self-esteem. I’m offering a 1-session class over… https://t.co/WTFRYZBWJ9
1326763204035416064,Maureen Hehir,2020-11-12 05:46:12,RT @ConnectDyslexia: Dyslexia often comes with many strengths! Here are some of them. #Dyslexia #ADHD #Dysgraphia https://t.co/j1XQxCOkqS
1326763183294574594,Delaney Cline 🧠Neurodiversity Coach,2020-11-12 05:46:07,"This is for people with #adhd, #actuallyautistic and otherwise #neurodivergent folks to figure out how they want to… https://t.co/8geWxK6L78"
1326762610394587136,Sam,2020-11-12 05:43:51,"RT @danidonovan: Here’s a fixed version of my flowchart with a watermark.

It will never be as popular as the bastardized one on FB—but if…"
1326762068343742464,Nawy 💫 (Nawy) 💫,2020-11-12 05:41:41,"RT @danidonovan: Here’s a fixed version of my flowchart with a watermark.

It will never be as popular as the bastardized one on FB—but if…"
1326762010206478337,Striker 🏳️‍⚧️,2020-11-12 05:41:27,"RT @danidonovan: Here’s a fixed version of my flowchart with a watermark.

It will never be as popular as the bastardized one on FB—but if…"
1326761601601560577,Logan The Mabbit,2020-11-12 05:39:50,"RT @danidonovan: Here’s a fixed version of my flowchart with a watermark.

It will never be as popular as the bastardized one on FB—but if…"
1326761593565294592,DewHealthy,2020-11-12 05:39:48,"✅ Discover the many #Health Benefits of adding #cbdoil to your Daily Routine. ✅ 

WATCH the Videos at… https://t.co/2NKPebs9ea"
1326760678376558593,🔞🏵️🌻💛Yee Haw💛 🌻🏵️🔞,2020-11-12 05:36:10,"RT @danidonovan: Here’s a fixed version of my flowchart with a watermark.

It will never be as popular as the bastardized one on FB—but if…"
1326760516665143296,ADRI 🏳️‍🌈🏁,2020-11-12 05:35:31,"RT @danidonovan: Here’s a fixed version of my flowchart with a watermark.

It will never be as popular as the bastardized one on FB—but if…"
1326760278160257029,AmcalmArtistry (@ALMayhan),2020-11-12 05:34:34,Need some holiday fun for your tween? I am offering this 2-day watercolor class over the break. The last section ha… https://t.co/HGTDq88fgE
1326760269654142977,Selina Maria Angotti,2020-11-12 05:34:32,I'm definitely guilty of this. Yay for having #adhd https://t.co/8282HZYRVd
1326759870985605123,"Stogie, SCUL Pilot",2020-11-12 05:32:57,"🌈🤡🍩 NOW NOW NOW...

...that i've lived a day having regained access to my #ADHD meds, i can make a grand pronouncem… https://t.co/gmWStiO3jq"
1326759472413421568,Christopher Shaw,2020-11-12 05:31:22,RT @Peace_Of_Mind93: @bookpreneur My newest post on #adhd ! Absolutely love writing things that may help others 💛 link in bio! #adhd #adhda…
1326759323121364992,"Bert ""0x58"" Regeer 🌱",2020-11-12 05:30:47,"@ThisIsMissEm @kefimochi @aredridel It’s not entirely accurate or the same, but lays out some basics. 

Even if I w… https://t.co/yrrvLssBnW"
1326758491399327745,polterzeitgeist,2020-11-12 05:27:28,"Fun Adult #ADHD activity: looking back at behavioral instances in your youth and going, ""...Ohhh, I see now. Yikes."""
1326757667189174273,ThanksGimmeUrPhone (Rox) 🍂🦃,2020-11-12 05:24:12,"RT @danidonovan: Here’s a fixed version of my flowchart with a watermark.

It will never be as popular as the bastardized one on FB—but if…"
1326757588898369536,kieran ☣︎,2020-11-12 05:23:53,"RT @danidonovan: What people think #ADHD is:
- “squirrel!”

When ADHD involves severe difficulty with:
- internal motivation
- regulating e…"
1326757457431949312,"Melanie Link Taylor, M.A.",2020-11-12 05:23:22,Educational Links 11/12/2020 https://t.co/B0WRY1YRqx #edtech #edchat #teaching #education #SPED #ADHD… https://t.co/khQPEGTwLJ
1326757435789385728,AmcalmArtistry (@ALMayhan),2020-11-12 05:23:17,5 spots left for my new social studies section. This class has been so much fun to do! Come check it out.… https://t.co/qvOqSe7FcC
1326757409579294720,Dr. Alexis M. Christensen,2020-11-12 05:23:11,RT @ALMayhan: This volcano class has started getting kids for the Thanksgiving break! Come join us! #distancelearning #onlinelearning #home…
1326756646345961474,Bipolar Club,2020-11-12 05:20:09,RT @NinaGoogle1: Ok why the DUCK is it so hard to get “treated/help” with mental health 🤬#mentalhealth #MentalHealthAwareness #depression #…
1326755891916500992,Tracy Dickens,2020-11-12 05:17:09,"RT @GSharpeMajor: IT'S HAPPENING. Starting tomorrow: I'm walking 104 miles for #ADHD104 to take a petition to Westminster. 

Aim is to rais…"
1326753641714360321,Tony Lloyd,2020-11-12 05:08:12,"RT @GSharpeMajor: IT'S HAPPENING. Starting tomorrow: I'm walking 104 miles for #ADHD104 to take a petition to Westminster. 

Aim is to rais…"
1326752767168442373,Nicole Skipper,2020-11-12 05:04:44,@theclique_uk My newest post on #adhd ! Absolutely love writing things that may help others 💛 link in bio! #adhd… https://t.co/qf3eOp6Dfj
1326752732280197121,Nicole Skipper,2020-11-12 05:04:35,@WritersTeaRoom My newest post on #adhd ! Absolutely love writing things that may help others 💛 link in bio! #adhd… https://t.co/ViaKvVvlnm
1326752679008362496,Nicole Skipper,2020-11-12 05:04:23,@bookpreneur My newest post on #adhd ! Absolutely love writing things that may help others 💛 link in bio! #adhd… https://t.co/T3mFr1cSJQ
1326752638378139652,Nicole Skipper,2020-11-12 05:04:13,@USBloggerRT My newest post on #adhd ! Absolutely love writing things that may help others 💛 link in bio! #adhd… https://t.co/XDvzXT7sOe
1326752601321451520,Nicole Skipper,2020-11-12 05:04:04,@bookpreneur My newest post on #adhd ! Absolutely love writing things that may help others 💛 link in bio! #adhd… https://t.co/hBiAuilWBg
1326752543104503810,Nicole Skipper,2020-11-12 05:03:50,@bl98 My newest post on #adhd ! Absolutely love writing things that may help others 💛 link in bio! #adhd… https://t.co/EIqCjsmbcV
1326752473885847552,Nicole Skipper,2020-11-12 05:03:34,My newest post on #adhd ! Absolutely love writing things that may help others 💛 link in bio! #adhd #adhdawareness… https://t.co/6g6z42YfKo
