ID,User_Name,created,tweet
1324459093344559106,"Not Preferred, Just Pronouns",2020-11-05 21:10:29,"RT @danidonovan: My major #ADHD tendency?

Hyperfocus on something INTENTLY...

Then quit as soon as I get too:
A) bored
B) frustrated
C) o…"
1324459038281814016,🌻 Sakinah 🌻,2020-11-05 21:10:16,"RT @HealthyPlace: I Don't Punish #ChildhoodMentalIllness, I Redirect It | https://t.co/VQrc9zE7DB
==
#mentalhealth #childmentalillness #chi…"
1324459029586944002,Human Capital Stock,2020-11-05 21:10:14,"RT @danidonovan: My major #ADHD tendency?

Hyperfocus on something INTENTLY...

Then quit as soon as I get too:
A) bored
B) frustrated
C) o…"
1324458984192049152,HealthyPlace,2020-11-05 21:10:03,"I Don't Punish #ChildhoodMentalIllness, I Redirect It | https://t.co/VQrc9zE7DB
==
#mentalhealth… https://t.co/CtA1b1JJQE"
1324458796794716166,Rory Sage Quinn,2020-11-05 21:09:19,"RT @danidonovan: My major #ADHD tendency?

Hyperfocus on something INTENTLY...

Then quit as soon as I get too:
A) bored
B) frustrated
C) o…"
1324458512865468416,novie stansuini (19 days),2020-11-05 21:08:11,"RT @danidonovan: My major #ADHD tendency?

Hyperfocus on something INTENTLY...

Then quit as soon as I get too:
A) bored
B) frustrated
C) o…"
1324458344598458375,Asta Valkyrie,2020-11-05 21:07:31,RT @growingupbipola: Imagine if mental health services world wide were properly funded. Maybe the suicide mortality rate wouldn't be as hig…
1324458231658405890,Dr. William Collins,2020-11-05 21:07:04,Hey Parents!!! Want more information on #Neurofeedback ? #BrainTraining is not a big undertaking like #Medication.… https://t.co/AUDPezkvuL
1324457711984168962,CHADD,2020-11-05 21:05:00,"The #COVID19 health crisis has prompted an expansion of telehealth services, including online therapy for #ADHD. On… https://t.co/YOKB41nuL8"
1324457438217670658,Johanna Argillander,2020-11-05 21:03:55,"RT @danidonovan: This was one of the first #ADHD comics I made, and it’s still me AF: https://t.co/JnHOKzGYIc"
1324457193106677760,Vidyo James is making yo Vidyo Games yo,2020-11-05 21:02:56,"RT @danidonovan: My major #ADHD tendency?

Hyperfocus on something INTENTLY...

Then quit as soon as I get too:
A) bored
B) frustrated
C) o…"
1324457083320762369,Jake Hamby,2020-11-05 21:02:30,I’m going to have to sell a bunch of my unwanted tech possessions. I’m so bad at adulting sometimes. #ADHD #adhdinattentive
1324456498475507714,the•festive•sammielee🎄,2020-11-05 21:00:11,"RT @danidonovan: My major #ADHD tendency?

Hyperfocus on something INTENTLY...

Then quit as soon as I get too:
A) bored
B) frustrated
C) o…"
1324456495505833984,Focus-MD,2020-11-05 21:00:10,"Are you struggling to find a #doctor to treat your #ADHD 
@FocusMD1 can help, follow us for updates on all things… https://t.co/N1P8gEl3wm"
1324456458801483777,CHADD,2020-11-05 21:00:01,Enjoying #ADHDCon2020? Educators can get regular updates on the #ADHD latest news specifically for them from CHADD.… https://t.co/QfWr2yu6SQ
1324456125111115777,Dave Korta,2020-11-05 20:58:42,Who's excited about the new AC/DC album? #generalizedanxietydisorder #anxiety #bipolardisorder #adhd #diabetes… https://t.co/VmgRLiZmkh
1324456111655837696,dramatic timing!,2020-11-05 20:58:38,"RT @danidonovan: My major #ADHD tendency?

Hyperfocus on something INTENTLY...

Then quit as soon as I get too:
A) bored
B) frustrated
C) o…"
1324455831841181696,That Bitch Chuck,2020-11-05 20:57:32,"Another day. Another doctor. 
At least this one has the good drugs. 
.
.
.
#Yay #ADHD https://t.co/VHW8J4L8Yq https://t.co/4PsjieAzQw"
1324455765294436358,harper 🌙🦇,2020-11-05 20:57:16,"RT @danidonovan: My major #ADHD tendency?

Hyperfocus on something INTENTLY...

Then quit as soon as I get too:
A) bored
B) frustrated
C) o…"
1324455562243878913,Thelionsdentarot,2020-11-05 20:56:27,"RT @danidonovan: My major #ADHD tendency?

Hyperfocus on something INTENTLY...

Then quit as soon as I get too:
A) bored
B) frustrated
C) o…"
1324455560566263812,Evolve Online Counselling,2020-11-05 20:56:27,"Please check out our latest blog on our website, you can find the link on our profile page. 
.
.
.
.
.
.
#Self-Este… https://t.co/qQ01qm8sNT"
1324455410686779392,Bourbon Biscuit,2020-11-05 20:55:51,"RT @dreamsofskies: In case you might feel bad about not remembering to take your meds. This morning I took out my morning #ADHD pill, then…"
1324455070751141891,This is Hallow-Ren,2020-11-05 20:54:30,"RT @danidonovan: My major #ADHD tendency?

Hyperfocus on something INTENTLY...

Then quit as soon as I get too:
A) bored
B) frustrated
C) o…"
1324454856573136901,Jeddostotle7,2020-11-05 20:53:39,"RT @danidonovan: My major #ADHD tendency?

Hyperfocus on something INTENTLY...

Then quit as soon as I get too:
A) bored
B) frustrated
C) o…"
1324454786234642432,Space Grace - Black lives STILL matter,2020-11-05 20:53:22,"In case you might feel bad about not remembering to take your meds. This morning I took out my morning #ADHD pill,… https://t.co/97ju17GBET"
1324454785408360448,KotTan,2020-11-05 20:53:22,"RT @danidonovan: My major #ADHD tendency?

Hyperfocus on something INTENTLY...

Then quit as soon as I get too:
A) bored
B) frustrated
C) o…"
